id,status,province,district,tehsil,city,problem
480d7efb-7992-4eb5-bc87-b31a644d049b,submitted,Punjab,Rawalpindi,ٹیکسلا,واہ فیکٹری ٹیکسلا,Tehsil does not belong to the selected district in built-in dataset
4861d4f3-f3a6-49d9-b047-dc89f337add1,draft,Khyber Pakhtunkhwa,Buner,Gadezi,Buner,Tehsil does not belong to the selected district in built-in dataset
4937ba60-153c-4e5c-b8b2-551a0ad6ac38,admin_approved,Punjab,Chakwal,Lawa,Lawa,Tehsil does not belong to the selected district in built-in dataset
49f5bdcf-8ee2-4551-af14-91bdfc784dd6,draft,Punjab,Chakwal,Talagang,Mehmoodwala,Tehsil does not belong to the selected district in built-in dataset
4a72eb00-6c8e-426d-bc93-dbee6de44dd4,draft,Punjab,Chakwal,لاوہ,پچنند,Tehsil does not belong to the selected district in built-in dataset
4af2d104-77ed-4fa0-9cbf-7a7579871291,draft,Sindh,Central Karachi,Korangi Town,کراچی,Tehsil does not belong to the selected district in built-in dataset
4b8ac0a8-89f7-46c6-b10e-c1946e316de1,draft,Khyber Pakhtunkhwa,Buner,Gadezai Salarzai,Jowar,Tehsil does not belong to the selected district in built-in dataset
4cf1455e-299d-49e5-beb6-b08977d6f507,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Kinger Galay Kalay,Tehsil does not belong to the selected district in built-in dataset
4e18c32f-06cc-45e1-afd5-3695a9cdb674,draft,Khyber Pakhtunkhwa,Chitral Upper,Mulkhow torkhow,Oweer,Tehsil does not belong to the selected district in built-in dataset
4e929dd6-0ec4-46a8-b365-176800fcbb44,draft,Punjab,Chakwal,Talagang,Saghar,Tehsil does not belong to the selected district in built-in dataset
4fb7bc7a-b28f-4f14-b5ed-92b20261806e,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Dokada,Tehsil does not belong to the selected district in built-in dataset
505235de-a7a5-4b8d-ba23-c9205df2545f,needs_correction,Khyber Pakhtunkhwa,Buner,gadezi,pir baba,Tehsil does not belong to the selected district in built-in dataset
5163734e-2017-4fa0-8dc9-0c28cf4cae73,draft,Khyber Pakhtunkhwa,Chitral Upper,Mulkhow torkhow,Oweer,Tehsil does not belong to the selected district in built-in dataset
5345c253-3e79-4195-b2cf-76280ef11ac6,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Dokada,Tehsil does not belong to the selected district in built-in dataset
5403c56d-9019-48fc-8d0b-768444cfd8bb,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Kalakhela,Tehsil does not belong to the selected district in built-in dataset
54855e6c-7610-4faf-b5c6-ee089bfb849e,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Kinger Galay Kalay,Tehsil does not belong to the selected district in built-in dataset
569e6653-d0fe-44c2-aa79-a61a125074d1,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Pirbaba village kala khela,Tehsil does not belong to the selected district in built-in dataset
56e3997a-6596-49c3-aa3c-c46a1bd6bcb9,reviewer_approved,Khyber Pakhtunkhwa,Hangu,اپر,Hangu,Tehsil does not belong to the selected district in built-in dataset
57dadbfd-f875-4b5a-ae8f-e65e0fe24bcd,supervisor_approved,Punjab,Chakwal,Talagang,THOHA MEHRAM KHAN,Tehsil does not belong to the selected district in built-in dataset
593e308c-6f64-4015-a8aa-6af7b28ad857,draft,Punjab,Chakwal,Talagang,کوٹہڑہ نزد چینجی,Tehsil does not belong to the selected district in built-in dataset
5df07fae-7e62-4ec1-a01a-a48761146088,admin_approved,Sindh,East Karachi,Korangi Town,Bilal colony,Tehsil does not belong to the selected district in built-in dataset
5f1c6836-1ce9-409b-a383-d68c704aa53e,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Kinger Galay Kalay,Tehsil does not belong to the selected district in built-in dataset
5faa49cb-734c-41f6-96c5-2033385c4afd,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Jowar,Tehsil does not belong to the selected district in built-in dataset
6048fd27-b267-433d-8cdb-d78c28473151,draft,Sindh,East Karachi,Korangi Town,شہر,Tehsil does not belong to the selected district in built-in dataset
622f6ef8-602c-4edb-a244-7988de960a10,draft,Khyber Pakhtunkhwa,Chitral Upper,Torkhow mulkhow,Oweer,Tehsil does not belong to the selected district in built-in dataset
63ffcc10-e184-4e61-adf3-a80d08f0e662,submitted,Gilgit Baltistan,Ghizer,Poniyal,Sher qilla,Tehsil does not belong to the selected district in built-in dataset
642a74f4-c33b-499b-a491-8ee0d3dd41a9,reviewer_approved,Khyber Pakhtunkhwa,Buner,gadezi,salazai,Tehsil does not belong to the selected district in built-in dataset
6468f759-9ad7-4a45-8593-098a5c898327,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Pirbaba,Tehsil does not belong to the selected district in built-in dataset
647f6dad-0b8b-45d6-a75b-a9214b73706a,draft,Punjab,Chakwal,Talagang,سگھر,Tehsil does not belong to the selected district in built-in dataset
64c9ee10-20d2-4593-aa5b-8e3073253a26,draft,Punjab,Chakwal,Lawa,پچنند,Tehsil does not belong to the selected district in built-in dataset
65860e62-67c3-472f-b5eb-aec3af6ba105,draft,Sindh,Central Karachi,West,Kemari,Tehsil does not belong to the selected district in built-in dataset
668d0e64-35a5-435a-bf39-19fe2b60ec95,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Pir Baba,Tehsil does not belong to the selected district in built-in dataset
66bb6a75-0f66-46f3-8c35-35438a43e22e,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Pir baba,Tehsil does not belong to the selected district in built-in dataset
68a7a0f9-493b-4a94-ab38-9ee3f4e5bbbd,draft,Khyber Pakhtunkhwa,Buner,گدیزی,کلابٹ,Tehsil does not belong to the selected district in built-in dataset
6949b741-c351-4f99-9103-f32b214ecf8f,reviewer_approved,Punjab,Chakwal,Talagang,کوٹہڑہ نزد چینجی,Tehsil does not belong to the selected district in built-in dataset
6a2cb2a5-8680-4a67-91fa-bb2dc8dc984b,draft,Punjab,Chakwal,Talagang,City,Tehsil does not belong to the selected district in built-in dataset
6caa6cc4-15bb-4474-b497-30e22fbc9bd0,draft,Khyber Pakhtunkhwa,Buner,Gadezai,pir baba,Tehsil does not belong to the selected district in built-in dataset
6d95d3af-02a7-4ac0-a224-7ccf5c64a7b0,supervisor_approved,Khyber Pakhtunkhwa,Swat,مٹہ,مٹہ,Tehsil does not belong to the selected district in built-in dataset
6e947cdf-a48c-4cb8-ba09-9d808241d078,draft,Sindh,Korangi Karachi,Karachi sub-division,Korangi town,Tehsil does not belong to the selected district in built-in dataset
70b4b0f7-f2a7-4248-879f-16fbf8052390,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Kinger Galay Kalay,Tehsil does not belong to the selected district in built-in dataset
7382dbe8-4ddb-4fa9-922e-08deb27c47cd,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Bhaikalay po pirbaba buner,Tehsil does not belong to the selected district in built-in dataset
745efedc-dfc6-4ce4-b958-df53d6a790d7,needs_correction,Punjab,Chakwal,Lawa,Dhurnal,Tehsil does not belong to the selected district in built-in dataset
76046ef3-d211-4d74-b675-827b684f0173,draft,Khyber Pakhtunkhwa,Chitral Upper,Mulkhow torkhow,oweer,Tehsil does not belong to the selected district in built-in dataset
76e38a78-b784-4d77-af18-3176c1645b49,draft,Khyber Pakhtunkhwa,Buner,gadezi,Malkpur,Tehsil does not belong to the selected district in built-in dataset
773a5470-5f37-4070-a2c9-c436ca69e297,draft,Sindh,Malir Karachi,پاکستان,عبداللہ گوٹھ بن قاسم ٹاؤن کراچی,Tehsil does not belong to the selected district in built-in dataset
77c7e2d0-e8c6-477e-84e1-0b53fd06a70f,draft,Khyber Pakhtunkhwa,Shangla,مارتونگ، پورن,گاؤں دانکول,Tehsil does not belong to the selected district in built-in dataset
7855d6e2-5993-49df-811f-7a83a34619f3,needs_correction,Sindh,South Karachi,کراچی,کراچی,Tehsil does not belong to the selected district in built-in dataset
788b0559-7a85-419d-b0c4-5f228e990a3c,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Kinger Galay Kalay,Tehsil does not belong to the selected district in built-in dataset
78984484-fd1b-458e-a85e-f1dcf63d002e,draft,Khyber Pakhtunkhwa,Swabi,Lahore City,صوابی,Tehsil does not belong to the selected district in built-in dataset
790d394c-24bd-4209-8ad4-5d93550b8358,admin_approved,Sindh,East Karachi,Korangi Town,Bilal colony,Tehsil does not belong to the selected district in built-in dataset
7b5f05fc-05d7-4a13-9423-db2292184cac,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Pir baba,Tehsil does not belong to the selected district in built-in dataset
7d35dbda-8a8f-4db0-b928-900d1017cd54,draft,Punjab,Chakwal,Talagang,سگھر,Tehsil does not belong to the selected district in built-in dataset
7da6eb11-819f-4b8b-b35b-e4648b4ef7bc,draft,Khyber Pakhtunkhwa,Buner,"Gadezai, Daggar",Buner,Tehsil does not belong to the selected district in built-in dataset
7dbb6844-65f1-4b66-80ee-bbbebfe2f652,draft,Khyber Pakhtunkhwa,Swat,Matta,Aghal,Tehsil does not belong to the selected district in built-in dataset
7dc7d20a-7f62-4429-9688-dfafdb3b7fab,submitted,Khyber Pakhtunkhwa,Lower Dir,LAL QALA,MANIAL,Tehsil does not belong to the selected district in built-in dataset
7e6d5a0a-1eaf-4cd7-a94b-6777349b357d,draft,Khyber Pakhtunkhwa,Buner,گدیزی,کنگرگلئ,Tehsil does not belong to the selected district in built-in dataset
7efab2c5-3833-4b0d-af39-342b544486fa,draft,Punjab,Chakwal,لاوہ,"Pachnand, Talagang",Tehsil does not belong to the selected district in built-in dataset
81eb82dc-d324-45fc-8e76-3744c541b670,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Pirbaba village kala khela,Tehsil does not belong to the selected district in built-in dataset
823dacc0-a733-4fc6-bccb-f7cf98149c96,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Kinger Galay Kalay,Tehsil does not belong to the selected district in built-in dataset
827dd7f2-3d30-4c99-98fd-33f8ca996aa6,draft,Khyber Pakhtunkhwa,Buner,Gadezai,پیربابا,Tehsil does not belong to the selected district in built-in dataset
8374c54d-d682-411b-b2cc-4ff9b2738296,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Kalabut,Tehsil does not belong to the selected district in built-in dataset
83c06b6a-1471-4c69-86ab-5989a9398b72,draft,Khyber Pakhtunkhwa,Buner,Gadezai,Pir Baba,Tehsil does not belong to the selected district in built-in dataset
840efcca-23d1-42e8-a565-9f6e85b09ef7,draft,Sindh,Central Karachi,Korangi Town,کراچی,Tehsil does not belong to the selected district in built-in dataset
86501ee7-8406-444d-887d-aba3ce23078c,draft,Punjab,Chakwal,Talagang,Rawalpindi,Tehsil does not belong to the selected district in built-in dataset
8be062f1-c22d-42ee-97cb-24ba8d77e666,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Kala khela po pirbaba buner,Tehsil does not belong to the selected district in built-in dataset
8eca3429-e688-4772-bcb9-5528656f8529,draft,Khyber Pakhtunkhwa,Buner,"Gadezai, Daggar",Pirbaba,Tehsil does not belong to the selected district in built-in dataset
8f42bf92-aa98-482a-9c96-0670c7a78587,draft,Khyber Pakhtunkhwa,Shangla,مارتونگ، پورن,گاؤں دانکول,Tehsil does not belong to the selected district in built-in dataset
8fc9ae69-a44b-4dad-84fb-0d5fa204fa7f,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Kalakhela,Tehsil does not belong to the selected district in built-in dataset
91ae6428-9396-4730-9897-e8fa8b6b20f0,draft,Khyber Pakhtunkhwa,Swat,Matta,Matta,Tehsil does not belong to the selected district in built-in dataset
9235bcb8-42e3-40e5-b5f2-a9088f3b49e1,draft,Sindh,Malir Karachi,landhi,Karachi,Tehsil does not belong to the selected district in built-in dataset
928006a5-7757-4486-97c6-93c834f9b715,draft,Sindh,Sanghar,مٹھو کھوسو,ٹنڈو آدم,Tehsil does not belong to the selected district in built-in dataset
93325a31-e73b-475a-96c5-831cfbf27837,draft,Punjab,Chakwal,Talagang,Tehi,Tehsil does not belong to the selected district in built-in dataset
936e46db-7555-4d0c-80f2-ef9f9448b291,draft,Khyber Pakhtunkhwa,Buner,Gadazai,Pir Baba,Tehsil does not belong to the selected district in built-in dataset
93c8175b-7952-4300-ab68-d065a38bcf0f,reviewer_approved,Khyber Pakhtunkhwa,Buner,"Gadezai, Daggar",salarzai,Tehsil does not belong to the selected district in built-in dataset
95128050-d4e6-474d-a9ad-a1fdeca78202,supervisor_approved,Khyber Pakhtunkhwa,Swat,مٹہ,مٹہ,Tehsil does not belong to the selected district in built-in dataset
960fa3cf-e311-480c-b930-04226f6c2e1c,draft,Punjab,Chakwal,لاوہ,پچنند,Tehsil does not belong to the selected district in built-in dataset
967e4814-fce9-4bb0-94f3-e498d66b4b4c,draft,Gilgit Baltistan,Ghizer,Yasin,Ghakuch,Tehsil does not belong to the selected district in built-in dataset
96815afe-3c90-422e-a1ea-33f5564eac3e,supervisor_approved,Punjab,Chakwal,Talagang,Bhudial,Tehsil does not belong to the selected district in built-in dataset
986dadeb-56b1-4f11-a390-8fff370ebbca,admin_approved,Sindh,East Karachi,Korangi Town,Bilal colony,Tehsil does not belong to the selected district in built-in dataset
9b01bc1c-e975-443e-9396-763fb45ae948,submitted,Sindh,Khairpur,ٹھری میروہ,کوٹائی,Tehsil does not belong to the selected district in built-in dataset
